1,1,5
2,1,5
3,1,2
4,1,4
5,1,5
6,1,5
7,1,5
8,1,5
9,1,5
10,1,5
11,1,5
12,1,5
13,1,5
14,1,5
15,1,5
16,1,2
17,1,1
18,1,4
19,1,1
20,1,1
21,1,1
22,1,1
23,1,3
24,1,1
25,1,1
26,1,1
27,1,2
28,1,2
29,1,4
30,1,2
31,1,3
32,1,5
33,1,5
34,1,3
35,1,4
36,1,2
37,1,1
38,1,3
39,1,3
40,1,3
41,1,3
42,1,3
43,1,4
44,1,2
45,1,4
46,1,4
47,1,5
48,1,5
49,1,3
50,1,4
51,1,2
52,1,3
53,1,3
54,1,3
55,1,4
56,1,3
57,1,2
58,1,3
59,1,5
60,1,5
61,1,5
62,1,5
63,1,4
64,1,5
65,1,4
66,1,4
67,1,4
68,1,4
69,1,4
70,1,4
71,1,5
72,1,4
73,1,5
74,1,5
75,1,4
1,2,5
2,2,5
3,2,4
4,2,4
5,2,4
6,2,5
7,2,5
8,2,5
9,2,4
10,2,5
11,2,5
12,2,5
13,2,4
14,2,5
15,2,5
16,2,2
17,2,3
18,2,3
19,2,1
20,2,1
21,2,1
22,2,2
23,2,1
24,2,2
25,2,1
26,2,2
27,2,1
28,2,1
29,2,2
30,2,3
31,2,5
32,2,3
33,2,3
34,2,2
35,2,5
36,2,2
37,2,2
38,2,2
39,2,3
40,2,2
41,2,3
42,2,1
43,2,2
44,2,3
45,2,2
46,2,4
47,2,5
48,2,3
49,2,3
50,2,4
51,2,3
52,2,1
53,2,2
54,2,4
55,2,3
56,2,4
57,2,3
58,2,3
59,2,4
60,2,4
61,2,4
62,2,5
63,2,3
64,2,4
65,2,4
66,2,4
67,2,2
68,2,4
69,2,5
70,2,4
71,2,4
72,2,3
73,2,4
74,2,5
75,2,3
1,3,5
2,3,5
3,3,5
4,3,5
5,3,5
6,3,5
7,3,5
8,3,5
9,3,5
10,3,5
11,3,4
12,3,5
13,3,5
14,3,5
15,3,5
16,3,1
17,3,3
18,3,4
19,3,3
20,3,1
21,3,1
22,3,1
23,3,1
24,3,2
25,3,3
26,3,2
27,3,2
28,3,2
29,3,3
30,3,2
31,3,5
32,3,4
33,3,3
34,3,4
35,3,3
36,3,2
37,3,1
38,3,3
39,3,4
40,3,4
41,3,4
42,3,4
43,3,2
44,3,3
45,3,2
46,3,5
47,3,4
48,3,4
49,3,4
50,3,4
51,3,4
52,3,2
53,3,3
54,3,4
55,3,5
56,3,4
57,3,4
58,3,2
59,3,4
60,3,4
61,3,5
62,3,5
63,3,4
64,3,4
65,3,5
66,3,5
67,3,3
68,3,4
69,3,4
70,3,5
71,3,4
72,3,4
73,3,4
74,3,4
75,3,4
1,4,5
2,4,5
3,4,4
4,4,5
5,4,5
6,4,5
7,4,4
8,4,4
9,4,5
10,4,5
11,4,5
12,4,5
13,4,5
14,4,5
15,4,4
16,4,2
17,4,2
18,4,2
19,4,1
20,4,1
21,4,1
22,4,1
23,4,1
24,4,1
25,4,2
26,4,2
27,4,2
28,4,2
29,4,3
30,4,1
31,4,2
32,4,3
33,4,3
34,4,3
35,4,3
36,4,2
37,4,1
38,4,2
39,4,2
40,4,2
41,4,2
42,4,4
43,4,2
44,4,3
45,4,2
46,4,3
47,4,4
48,4,3
49,4,4
50,4,4
51,4,3
52,4,2
53,4,2
54,4,3
55,4,5
56,4,3
57,4,3
58,4,2
59,4,4
60,4,4
61,4,4
62,4,5
63,4,4
64,4,3
65,4,5
66,4,3
67,4,2
68,4,3
69,4,4
70,4,5
71,4,4
72,4,4
73,4,4
74,4,4
75,4,2
1,5,5
2,5,5
3,5,4
4,5,4
5,5,5
6,5,5
7,5,4
8,5,4
9,5,5
10,5,5
11,5,4
12,5,4
13,5,5
14,5,4
15,5,3
16,5,2
17,5,1
18,5,2
19,5,1
20,5,3
21,5,1
22,5,1
23,5,2
24,5,2
25,5,2
26,5,3
27,5,4
28,5,2
29,5,4
30,5,2
31,5,5
32,5,4
33,5,3
34,5,4
35,5,4
36,5,2
37,5,1
38,5,3
39,5,3
40,5,3
41,5,4
42,5,3
43,5,4
44,5,4
45,5,3
46,5,5
47,5,4
48,5,4
49,5,4
50,5,4
51,5,3
52,5,3
53,5,4
54,5,4
55,5,4
56,5,3
57,5,4
58,5,3
59,5,4
60,5,4
61,5,5
62,5,5
63,5,5
64,5,4
65,5,3
66,5,4
67,5,4
68,5,5
69,5,4
70,5,5
71,5,4
72,5,4
